Name|Team|Position|Height|Weight|Age|Address1|Address2
Ken Griffey Jr.|CIN|Outfielder|75|205|37.27|100 Main Street|Cincinnati, OH 45202-4109
Josh Hamilton|CIN|Outfielder|76|205|25.78|100 Main Street|Cincinnati, OH 45202-4109
Ryan Freel|CIN|Outfielder|70|180|30.98|100 Main Street|Cincinnati, OH 45202-4109
Kyle Lohse|CIN|Starting Pitcher|74|201|28.41|100 Main Street|Cincinnati, OH 45202-4109
Bronson Arroyo|CIN|Starting Pitcher|77|190|30.01|100 Main Street|Cincinnati, OH 45202-4109
Eric Milton|CIN|Starting Pitcher|75|208|31.57|100 Main Street|Cincinnati, OH 45202-4109
Aaron Harang|CIN|Starting Pitcher|79|240|28.81|100 Main Street|Cincinnati, OH 45202-4109
Kirk Saarloos|CIN|Starting Pitcher|72|0|27.77|100 Main Street|Cincinnati, OH 45202-4109
Elizardo Ramirez|CIN|Starting Pitcher|72|180|24.09|100 Main Street|Cincinnati, OH 45202-4109
Todd Coffey|CIN|Relief Pitcher|77|230|26.47|100 Main Street|Cincinnati, OH 45202-4109
Brian Shackelford|CIN|Relief Pitcher|73|195|30.5|100 Main Street|Cincinnati, OH 45202-4109
Bill Bray|CIN|Relief Pitcher|75|215|23.74|100 Main Street|Cincinnati, OH 45202-4109
Bobby Livingston|CIN|Relief Pitcher|75|190|24.49|100 Main Street|Cincinnati, OH 45202-4109
Matt Belisle|CIN|Relief Pitcher|75|195|26.73|100 Main Street|Cincinnati, OH 45202-4109
Gary Majewski|CIN|Relief Pitcher|73|215|27.01|100 Main Street|Cincinnati, OH 45202-4109
Mike Stanton|CIN|Relief Pitcher|73|215|39.75|100 Main Street|Cincinnati, OH 45202-4109
Brad Salmon|CIN|Relief Pitcher|76|220|27.16|100 Main Street|Cincinnati, OH 45202-4109
Jared Burton|CIN|Relief Pitcher|77|220|25.74|100 Main Street|Cincinnati, OH 45202-4109
David Weathers|CIN|Relief Pitcher|75|230|37.43|100 Main Street|Cincinnati, OH 45202-4109
Rheal Cormier|CIN|Relief Pitcher|70|195|39.85|100 Main Street|Cincinnati, OH 45202-4109
Yorvit Torrealba|COL|Catcher|71|190|28.62|2001 Blake Street|Denver, CO 80205-2000
Chris Iannetta|COL|Catcher|71|195|23.9|2001 Blake Street|Denver, CO 80205-2000
Alvin Colina|COL|Catcher|75|209|25.18|2001 Blake Street|Denver, CO 80205-2000
Todd Helton|COL|First Baseman|74|204|33.53|2001 Blake Street|Denver, CO 80205-2000
Jamey Carroll|COL|Second Baseman|69|170|33.03|2001 Blake Street|Denver, CO 80205-2000
Kaz Matsui|COL|Second Baseman|70|185|31.35|2001 Blake Street|Denver, CO 80205-2000
Troy Tulowitzki|COL|Shortstop|75|205|22.39|2001 Blake Street|Denver, CO 80205-2000
Clint Barmes|COL|Shortstop|72|175|27.99|2001 Blake Street|Denver, CO 80205-2000
Garrett Atkins|COL|Third Baseman|75|210|27.22|2001 Blake Street|Denver, CO 80205-2000
Ryan Spilborghs|COL|Outfielder|73|190|27.49|2001 Blake Street|Denver, CO 80205-2000
Cory Sullivan|COL|Outfielder|72|180|27.53|2001 Blake Street|Denver, CO 80205-2000
Jeff Salazar|COL|Outfielder|72|180|26.26|2001 Blake Street|Denver, CO 80205-2000
Willy Taveras|COL|Outfielder|72|160|25.18|2001 Blake Street|Denver, CO 80205-2000
Matt Holliday|COL|Outfielder|76|235|27.12|2001 Blake Street|Denver, CO 80205-2000
Brad Hawpe|COL|Outfielder|75|200|27.69|2001 Blake Street|Denver, CO 80205-2000
Jeff Baker|COL|Outfielder|74|210|25.69|2001 Blake Street|Denver, CO 80205-2000
Javy Lopez|COL|Designated Hitter|75|224|36.32|2001 Blake Street|Denver, CO 80205-2000
Byung-Hyun Kim|COL|Starting Pitcher|69|180|28.11|2001 Blake Street|Denver, CO 80205-2000
Rodrigo Lopez|COL|Starting Pitcher|73|190|31.21|2001 Blake Street|Denver, CO 80205-2000
Brian Lawrence|COL|Starting Pitcher|72|197|30.8|2001 Blake Street|Denver, CO 80205-2000
Josh Fogg|COL|Starting Pitcher|72|203|30.21|2001 Blake Street|Denver, CO 80205-2000
Aaron Cook|COL|Starting Pitcher|75|205|28.06|2001 Blake Street|Denver, CO 80205-2000
Denny Bautista|COL|Starting Pitcher|77|170|26.52|2001 Blake Street|Denver, CO 80205-2000
Ubaldo Jimenez|COL|Starting Pitcher|76|200|23.1|2001 Blake Street|Denver, CO 80205-2000
Jason Hirsh|COL|Starting Pitcher|80|250|25.02|2001 Blake Street|Denver, CO 80205-2000
Jeff Francis|COL|Starting Pitcher|77|200|26.14|2001 Blake Street|Denver, CO 80205-2000
Taylor Buchholz|COL|Starting Pitcher|76|220|25.38|2001 Blake Street|Denver, CO 80205-2000
Ryan Speier|COL|Relief Pitcher|79|200|27.6|2001 Blake Street|Denver, CO 80205-2000
Ramon Ramirez|COL|Relief Pitcher|71|190|25.5|2001 Blake Street|Denver, CO 80205-2000
Manny Corpas|COL|Relief Pitcher|75|170|24.24|2001 Blake Street|Denver, CO 80205-2000
Juan Morillo|COL|Relief Pitcher|73|190|23.32|2001 Blake Street|Denver, CO 80205-2000
Brian Fuentes|COL|Relief Pitcher|76|220|31.56|2001 Blake Street|Denver, CO 80205-2000
LaTroy Hawkins|COL|Relief Pitcher|77|215|34.19|2001 Blake Street|Denver, CO 80205-2000
Tom Martin|COL|Relief Pitcher|73|206|36.78|2001 Blake Street|Denver, CO 80205-2000
Jeremy Affeldt|COL|Relief Pitcher|76|215|27.73|2001 Blake Street|Denver, CO 80205-2000
Paul Lo Duca|NYM|Catcher|70|185|34.88|120-01 Roosevelt Avenue|Corona, NY 11368
Ramon Castro|NYM|Catcher|75|235|31.0|120-01 Roosevelt Avenue|Corona, NY 11368
Julio Franco|NYM|First Baseman|73|188|48.52|120-01 Roosevelt Avenue|Corona, NY 11368
Carlos Delgado|NYM|First Baseman|75|230|34.68|120-01 Roosevelt Avenue|Corona, NY 11368
Jose Valentin|NYM|Second Baseman|70|195|37.38|120-01 Roosevelt Avenue|Corona, NY 11368
Anderson Hernandez|NYM|Second Baseman|69|168|24.33|120-01 Roosevelt Avenue|Corona, NY 11368
Damion Easley|NYM|Shortstop|71|190|37.3|120-01 Roosevelt Avenue|Corona, NY 11368
Jose Reyes|NYM|Shortstop|72|160|23.72|120-01 Roosevelt Avenue|Corona, NY 11368
David Wright|NYM|Third Baseman|72|200|24.19|120-01 Roosevelt Avenue|Corona, NY 11368
Ben Johnson|NYM|Outfielder|73|200|25.7|120-01 Roosevelt Avenue|Corona, NY 11368
Endy Chavez|NYM|Outfielder|70|189|29.06|120-01 Roosevelt Avenue|Corona, NY 11368
David Newhan|NYM|Outfielder|70|180|33.48|120-01 Roosevelt Avenue|Corona, NY 11368
Carlos Beltran|NYM|Outfielder|73|190|29.85|120-01 Roosevelt Avenue|Corona, NY 11368
Shawn Green|NYM|Outfielder|76|200|34.3|120-01 Roosevelt Avenue|Corona, NY 11368
Moises Alou|NYM|Outfielder|75|220|40.66|120-01 Roosevelt Avenue|Corona, NY 11368
Lastings Milledge|NYM|Outfielder|72|187|21.9|120-01 Roosevelt Avenue|Corona, NY 11368
Alay Soler|NYM|Starting Pitcher|73|240|27.39|120-01 Roosevelt Avenue|Corona, NY 11368
Mike Pelfrey|NYM|Starting Pitcher|79|190|23.13|120-01 Roosevelt Avenue|Corona, NY 11368
Pedro Martinez|NYM|Starting Pitcher|71|180|35.35|120-01 Roosevelt Avenue|Corona, NY 11368
Tom Glavine|NYM|Starting Pitcher|72|185|40.93|120-01 Roosevelt Avenue|Corona, NY 11368
Chan Ho Park|NYM|Starting Pitcher|74|210|33.67|120-01 Roosevelt Avenue|Corona, NY 11368
Orlando Hernandez|NYM|Starting Pitcher|74|220|37.39|120-01 Roosevelt Avenue|Corona, NY 11368
Dave Williams|NYM|Starting Pitcher|74|219|27.97|120-01 Roosevelt Avenue|Corona, NY 11368
Oliver Perez|NYM|Starting Pitcher|72|190|25.54|120-01 Roosevelt Avenue|Corona, NY 11368
John Maine|NYM|Starting Pitcher|76|193|25.81|120-01 Roosevelt Avenue|Corona, NY 11368
Marcos Carvajal|NYM|Relief Pitcher|76|175|22.53|120-01 Roosevelt Avenue|Corona, NY 11368
Ambiorix Burgos|NYM|Relief Pitcher|72|180|22.86|120-01 Roosevelt Avenue|Corona, NY 11368
Jason Vargas|NYM|Relief Pitcher|72|215|24.07|120-01 Roosevelt Avenue|Corona, NY 11368
Jon Adkins|NYM|Relief Pitcher|71|210|29.5|120-01 Roosevelt Avenue|Corona, NY 11368
Juan Padilla|NYM|Relief Pitcher|72|200|30.03|120-01 Roosevelt Avenue|Corona, NY 11368
Duaner Sanchez|NYM|Relief Pitcher|72|190|27.38|120-01 Roosevelt Avenue|Corona, NY 11368
Pedro Feliciano|NYM|Relief Pitcher|70|185|30.51|120-01 Roosevelt Avenue|Corona, NY 11368
Aaron Heilman|NYM|Relief Pitcher|77|220|28.3|120-01 Roosevelt Avenue|Corona, NY 11368
Jorge Sosa|NYM|Relief Pitcher|74|170|29.84|120-01 Roosevelt Avenue|Corona, NY 11368
Scott Schoeneweis|NYM|Relief Pitcher|72|195|33.41|120-01 Roosevelt Avenue|Corona, NY 11368
Guillermo Mota|NYM|Relief Pitcher|76|205|33.6|120-01 Roosevelt Avenue|Corona, NY 11368
Billy Wagner|NYM|Relief Pitcher|71|195|35.6|120-01 Roosevelt Avenue|Corona, NY 11368
Philip Humber|NYM|Relief Pitcher|76|210|24.19|120-01 Roosevelt Avenue|Corona, NY 11368
Brad Ausmus|HOU|Catcher|71|190|37.88|501 Crawford Street|Houston, TX 77002
Humberto Quintero|HOU|Catcher|73|190|27.56|501 Crawford Street|Houston, TX 77002
Hector Gimenez|HOU|Catcher|70|180|24.42|501 Crawford Street|Houston, TX 77002
Lance Berkman|HOU|First Baseman|73|220|31.05|501 Crawford Street|Houston, TX 77002
Mike Lamb|HOU|First Baseman|73|190|31.56|501 Crawford Street|Houston, TX 77002
Mark Loretta|HOU|Second Baseman|72|186|35.55|501 Crawford Street|Houston, TX 77002
Craig Biggio|HOU|Second Baseman|71|185|41.21|501 Crawford Street|Houston, TX 77002
Brooks Conrad|HOU|Second Baseman|71|190|27.12|501 Crawford Street|Houston, TX 77002
Chris Burke|HOU|Second Baseman|71|180|26.97|501 Crawford Street|Houston, TX 77002
Eric Bruntlett|HOU|Second Baseman|72|190|28.92|501 Crawford Street|Houston, TX 77002
Adam Everett|HOU|Shortstop|72|170|30.06|501 Crawford Street|Houston, TX 77002
Morgan Ensberg|HOU|Third Baseman|74|210|31.51|501 Crawford Street|Houston, TX 77002
Carlos Lee|HOU|Outfielder|74|240|30.69|501 Crawford Street|Houston, TX 77002
Jason Lane|HOU|Outfielder|74|220|30.19|501 Crawford Street|Houston, TX 77002
Orlando Palmeiro|HOU|Outfielder|71|180|38.11|501 Crawford Street|Houston, TX 77002
Luke Scott|HOU|Outfielder|72|210|28.68|501 Crawford Street|Houston, TX 77002
Charlton Jimerson|HOU|Outfielder|75|210|27.44|501 Crawford Street|Houston, TX 77002
Fernando Nieve|HOU|Starting Pitcher|72|195|24.63|501 Crawford Street|Houston, TX 77002
Wandy Rodriguez|HOU|Starting Pitcher|71|160|28.11|501 Crawford Street|Houston, TX 77002
Brandon Backe|HOU|Starting Pitcher|72|180|28.9|501 Crawford Street|Houston, TX 77002
Matt Albers|HOU|Starting Pitcher|72|205|24.11|501 Crawford Street|Houston, TX 77002
Woody Williams|HOU|Starting Pitcher|72|200|40.53|501 Crawford Street|Houston, TX 77002
Roy Oswalt|HOU|Starting Pitcher|72|185|29.5|501 Crawford Street|Houston, TX 77002
Jason Jennings|HOU|Starting Pitcher|74|245|28.62|501 Crawford Street|Houston, TX 77002
Miguel Asencio|HOU|Relief Pitcher|74|190|26.42|501 Crawford Street|Houston, TX 77002
Brad Lidge|HOU|Relief Pitcher|77|210|30.18|501 Crawford Street|Houston, TX 77002
Trever Miller|HOU|Relief Pitcher|75|200|33.75|501 Crawford Street|Houston, TX 77002
David Borkowski|HOU|Relief Pitcher|73|200|30.06|501 Crawford Street|Houston, TX 77002
Dan Wheeler|HOU|Relief Pitcher|75|222|29.22|501 Crawford Street|Houston, TX 77002
Paul Estrada|HOU|Relief Pitcher|73|215|24.47|501 Crawford Street|Houston, TX 77002
Lincoln Holdzkom|HOU|Relief Pitcher|76|240|24.94|501 Crawford Street|Houston, TX 77002
Chris Sampson|HOU|Relief Pitcher|72|170|28.77|501 Crawford Street|Houston, TX 77002
Chad Qualls|HOU|Relief Pitcher|77|220|28.54|501 Crawford Street|Houston, TX 77002
Ezequiel Astacio|HOU|Relief Pitcher|75|156|27.32|501 Crawford Street|Houston, TX 77002
Mike Lieberthal|LA|Catcher|72|190|35.12|1000 Vin Scully Avenue|Los Angeles, CA 90012
Russell Martin|LA|Catcher|71|202|24.04|1000 Vin Scully Avenue|Los Angeles, CA 90012
Olmedo Saenz|LA|First Baseman|71|221|36.39|1000 Vin Scully Avenue|Los Angeles, CA 90012
James Loney|LA|First Baseman|75|200|22.81|1000 Vin Scully Avenue|Los Angeles, CA 90012
Nomar Garciaparra|LA|First Baseman|72|190|33.6|1000 Vin Scully Avenue|Los Angeles, CA 90012
Jeff Kent|LA|Second Baseman|73|210|38.98|1000 Vin Scully Avenue|Los Angeles, CA 90012
Ramon Martinez|LA|Second Baseman|73|190|34.39|1000 Vin Scully Avenue|Los Angeles, CA 90012
Marlon Anderson|LA|Second Baseman|71|200|33.15|1000 Vin Scully Avenue|Los Angeles, CA 90012
Rafael Furcal|LA|Shortstop|70|165|29.35|1000 Vin Scully Avenue|Los Angeles, CA 90012
Wilson Betemit|LA|Third Baseman|75|190|26.59|1000 Vin Scully Avenue|Los Angeles, CA 90012
Andy LaRoche|LA|Third Baseman|71|185|23.46|1000 Vin Scully Avenue|Los Angeles, CA 90012
Matt Kemp|LA|Outfielder|76|230|22.43|1000 Vin Scully Avenue|Los Angeles, CA 90012
Andre Ethier|LA|Outfielder|73|208|24.89|1000 Vin Scully Avenue|Los Angeles, CA 90012
Delwyn Young|LA|Outfielder|68|209|24.67|1000 Vin Scully Avenue|Los Angeles, CA 90012
Jason Repko|LA|Outfielder|71|175|26.17|1000 Vin Scully Avenue|Los Angeles, CA 90012
Juan Pierre|LA|Outfielder|72|180|29.54|1000 Vin Scully Avenue|Los Angeles, CA 90012
Luis Gonzalez|LA|Outfielder|74|200|39.49|1000 Vin Scully Avenue|Los Angeles, CA 90012
Jason Schmidt|LA|Starting Pitcher|77|205|34.08|1000 Vin Scully Avenue|Los Angeles, CA 90012
Randy Wolf|LA|Starting Pitcher|72|200|30.52|1000 Vin Scully Avenue|Los Angeles, CA 90012
Brad Penny|LA|Starting Pitcher|76|250|28.77|1000 Vin Scully Avenue|Los Angeles, CA 90012
Derek Lowe|LA|Starting Pitcher|78|210|33.75|1000 Vin Scully Avenue|Los Angeles, CA 90012
Mark Hendrickson|LA|Starting Pitcher|81|230|32.69|1000 Vin Scully Avenue|Los Angeles, CA 90012
Chad Billingsley|LA|Starting Pitcher|72|244|22.59|1000 Vin Scully Avenue|Los Angeles, CA 90012
Takashi Saito|LA|Relief Pitcher|73|202|37.04|1000 Vin Scully Avenue|Los Angeles, CA 90012
Jonathan Broxton|LA|Relief Pitcher|76|240|22.7|1000 Vin Scully Avenue|Los Angeles, CA 90012
Hong-Chih Kuo|LA|Relief Pitcher|72|200|25.6|1000 Vin Scully Avenue|Los Angeles, CA 90012
Eric Stults|LA|Relief Pitcher|72|215|27.23|1000 Vin Scully Avenue|Los Angeles, CA 90012
Chin-Hui Tsao|LA|Relief Pitcher|74|177|25.74|1000 Vin Scully Avenue|Los Angeles, CA 90012
Tim Hamulack|LA|Relief Pitcher|76|210|30.29|1000 Vin Scully Avenue|Los Angeles, CA 90012
Yhency Brazoban|LA|Relief Pitcher|73|170|26.72|1000 Vin Scully Avenue|Los Angeles, CA 90012
Brett Tomko|LA|Relief Pitcher|76|215|33.9|1000 Vin Scully Avenue|Los Angeles, CA 90012
Joe Beimel|LA|Relief Pitcher|75|217|29.86|1000 Vin Scully Avenue|Los Angeles, CA 90012
Elmer Dessens|LA|Relief Pitcher|70|198|36.13|1000 Vin Scully Avenue|Los Angeles, CA 90012
Ryan Budde|PHI|Catcher|71|200|27.54|One Citizens Bank Way|Philadelphia, PA 19148
Rod Barajas|PHI|Catcher|74|220|31.49|One Citizens Bank Way|Philadelphia, PA 19148
Carlos Ruiz|PHI|Catcher|72|170|28.1|One Citizens Bank Way|Philadelphia, PA 19148
Chris Coste|PHI|Catcher|73|200|34.07|One Citizens Bank Way|Philadelphia, PA 19148
Ryan Howard|PHI|First Baseman|76|230|27.28|One Citizens Bank Way|Philadelphia, PA 19148
Wes Helms|PHI|First Baseman|76|231|30.8|One Citizens Bank Way|Philadelphia, PA 19148
Chase Utley|PHI|Second Baseman|73|183|28.2|One Citizens Bank Way|Philadelphia, PA 19148
Danny Sandoval|PHI|Second Baseman|71|192|27.9|One Citizens Bank Way|Philadelphia, PA 19148
Jimmy Rollins|PHI|Shortstop|68|167|28.26|One Citizens Bank Way|Philadelphia, PA 19148
Abraham Nu?ez|PHI|Third Baseman|71|190|30.96|One Citizens Bank Way|Philadelphia, PA 19148
Michael Bourn|PHI|Outfielder|71|180|24.18|One Citizens Bank Way|Philadelphia, PA 19148
Chris Roberson|PHI|Outfielder|74|180|27.52|One Citizens Bank Way|Philadelphia, PA 19148
Jayson Werth|PHI|Outfielder|77|215|27.78|One Citizens Bank Way|Philadelphia, PA 19148
Shane Victorino|PHI|Outfielder|69|160|26.25|One Citizens Bank Way|Philadelphia, PA 19148
Aaron Rowand|PHI|Outfielder|72|205|29.5|One Citizens Bank Way|Philadelphia, PA 19148
Pat Burrell|PHI|Outfielder|76|223|30.39|One Citizens Bank Way|Philadelphia, PA 19148
Greg Dobbs|PHI|Designated Hitter|73|205|28.66|One Citizens Bank Way|Philadelphia, PA 19148
Cole Hamels|PHI|Starting Pitcher|75|175|23.18|One Citizens Bank Way|Philadelphia, PA 19148
Alfredo Simon|PHI|Starting Pitcher|76|170|25.81|One Citizens Bank Way|Philadelphia, PA 19148
Scott Mathieson|PHI|Starting Pitcher|75|190|23.01|One Citizens Bank Way|Philadelphia, PA 19148
Freddy Garcia|PHI|Starting Pitcher|76|240|31.72|One Citizens Bank Way|Philadelphia, PA 19148
Jamie Moyer|PHI|Starting Pitcher|72|175|44.28|One Citizens Bank Way|Philadelphia, PA 19148
Jon Lieber|PHI|Starting Pitcher|74|230|36.91|One Citizens Bank Way|Philadelphia, PA 19148
Brett Myers|PHI|Starting Pitcher|76|223|26.54|One Citizens Bank Way|Philadelphia, PA 19148
Adam Eaton|PHI|Starting Pitcher|74|196|29.27|One Citizens Bank Way|Philadelphia, PA 19148
Geoff Geary|PHI|Relief Pitcher|72|167|30.51|One Citizens Bank Way|Philadelphia, PA 19148
Clay Condrey|PHI|Relief Pitcher|75|195|31.28|One Citizens Bank Way|Philadelphia, PA 19148
Ryan Madson|PHI|Relief Pitcher|78|190|26.51|One Citizens Bank Way|Philadelphia, PA 19148
Antonio Alfonseca|PHI|Relief Pitcher|77|250|34.87|One Citizens Bank Way|Philadelphia, PA 19148
Tom Gordon|PHI|Relief Pitcher|70|190|39.28|One Citizens Bank Way|Philadelphia, PA 19148
Brian Sanches|PHI|Relief Pitcher|72|190|28.56|One Citizens Bank Way|Philadelphia, PA 19148
Jim Ed Warden|PHI|Relief Pitcher|79|190|27.82|One Citizens Bank Way|Philadelphia, PA 19148
Anderson Garcia|PHI|Relief Pitcher|74|170|25.94|One Citizens Bank Way|Philadelphia, PA 19148
Eude Brito|PHI|Relief Pitcher|71|160|28.53|One Citizens Bank Way|Philadelphia, PA 19148
Fabio Castro|PHI|Relief Pitcher|68|150|22.11|One Citizens Bank Way|Philadelphia, PA 19148
Matt Smith|PHI|Relief Pitcher|77|225|27.71|One Citizens Bank Way|Philadelphia, PA 19148
Damian Miller|MLW|Catcher|75|220|37.38||
Johnny Estrada|MLW|Catcher|71|209|30.67||
Mike Rivera|MLW|Catcher|72|210|30.48||
J.D. Closser|MLW|Catcher|70|176|27.12||
Prince Fielder|MLW|First Baseman|72|260|22.81||
Rickie Weeks|MLW|Second Baseman|72|195|24.46||
Tony Graffanino|MLW|Second Baseman|73|190|34.73||
Craig Counsell|MLW|Shortstop|72|184|36.53||
J.J. Hardy|MLW|Shortstop|74|180|24.53||
Bill Hall|MLW|Shortstop|72|195|27.17||
Vinny Rottino|MLW|Third Baseman|72|195|26.9||
Corey Koskie|MLW|Third Baseman|75|219|33.67||
Kevin Mench|MLW|Outfielder|72|225|29.14||
Geoff Jenkins|MLW|Outfielder|73|212|32.61||
Brady Clark|MLW|Outfielder|74|202|33.87||
Tony Gwynn Jr.|MLW|Outfielder|72|185|24.41||
Corey Hart|MLW|Outfielder|78|200|24.94||
Gabe Gross|MLW|Outfielder|75|209|27.36||
Laynce Nix|MLW|Outfielder|72|200|26.33||
Drew Anderson|MLW|Outfielder|74|195|25.72||
Claudio Vargas|MLW|Starting Pitcher|75|228|28.7||
Chris Capuano|MLW|Starting Pitcher|75|210|28.53||
Ben Hendrickson|MLW|Starting Pitcher|76|190|26.07||
Dave Bush|MLW|Starting Pitcher|74|212|27.31||
Carlos Villanueva|MLW|Starting Pitcher|74|190|23.26||
Ben Sheets|MLW|Starting Pitcher|73|218|28.62||
Jeff Suppan|MLW|Starting Pitcher|74|220|32.16||
Brian Shouse|MLW|Relief Pitcher|71|190|38.43||
Francisco Cordero|MLW|Relief Pitcher|74|235|31.81||
Derrick Turnbow|MLW|Relief Pitcher|75|210|29.1||
Matt Wise|MLW|Relief Pitcher|76|200|31.28||
Grant Balfour|MLW|Relief Pitcher|74|188|29.17||
Dennis Sarfate|MLW|Relief Pitcher|76|210|25.89||
Jose Capellan|MLW|Relief Pitcher|76|235|26.13||
Greg Aquino|MLW|Relief Pitcher|73|188|29.13||
Josh Bard|SD|Catcher|75|215|28.92|100 Park Boulevard|San Diego, CA 92101
Rob Bowen|SD|Catcher|75|216|26.01|100 Park Boulevard|San Diego, CA 92101
Adrian Gonzalez|SD|First Baseman|74|220|24.81|100 Park Boulevard|San Diego, CA 92101
Marcus Giles|SD|Second Baseman|68|180|28.79|100 Park Boulevard|San Diego, CA 92101
Todd Walker|SD|Second Baseman|72|185|33.77|100 Park Boulevard|San Diego, CA 92101
Geoff Blum|SD|Shortstop|75|200|33.85|100 Park Boulevard|San Diego, CA 92101
Khalil Greene|SD|Shortstop|71|210|27.36|100 Park Boulevard|San Diego, CA 92101
Paul McAnulty|SD|Outfielder|70|220|26.01|100 Park Boulevard|San Diego, CA 92101
Terrmel Sledge|SD|Outfielder|72|185|29.95|100 Park Boulevard|San Diego, CA 92101
Jack Cust|SD|Outfielder|73|231|28.12|100 Park Boulevard|San Diego, CA 92101
Jose Cruz Jr.|SD|Outfielder|72|210|32.87|100 Park Boulevard|San Diego, CA 92101
Russell Branyan|SD|Outfielder|75|195|31.2|100 Park Boulevard|San Diego, CA 92101
Mike Cameron|SD|Outfielder|74|200|34.14|100 Park Boulevard|San Diego, CA 92101
Brian Giles|SD|Outfielder|70|205|36.11|100 Park Boulevard|San Diego, CA 92101
Kevin Kouzmanoff|SD|Designated Hitter|73|200|25.6|100 Park Boulevard|San Diego, CA 92101
Mike Thompson|SD|Starting Pitcher|76|200|26.31|100 Park Boulevard|San Diego, CA 92101
Clay Hensley|SD|Starting Pitcher|71|190|27.5|100 Park Boulevard|San Diego, CA 92101
Chris Young|SD|Starting Pitcher|82|250|27.77|100 Park Boulevard|San Diego, CA 92101
Greg Maddux|SD|Starting Pitcher|72|185|40.88|100 Park Boulevard|San Diego, CA 92101
Jake Peavy|SD|Starting Pitcher|73|180|25.75|100 Park Boulevard|San Diego, CA 92101
Scott Cassidy|SD|Relief Pitcher|74|170|31.41|100 Park Boulevard|San Diego, CA 92101
Scott Strickland|SD|Relief Pitcher|71|180|30.84|100 Park Boulevard|San Diego, CA 92101
Scott Linebrink|SD|Relief Pitcher|75|208|30.57|100 Park Boulevard|San Diego, CA 92101
Doug Brocail|SD|Relief Pitcher|77|235|39.79|100 Park Boulevard|San Diego, CA 92101
Trevor Hoffman|SD|Relief Pitcher|72|215|39.38|100 Park Boulevard|San Diego, CA 92101
Heath Bell|SD|Relief Pitcher|74|244|29.42|100 Park Boulevard|San Diego, CA 92101
Royce Ring|SD|Relief Pitcher|72|220|26.19|100 Park Boulevard|San Diego, CA 92101
Cla Meredith|SD|Relief Pitcher|73|185|23.74|100 Park Boulevard|San Diego, CA 92101
Andrew Brown|SD|Relief Pitcher|78|230|26.03|100 Park Boulevard|San Diego, CA 92101
Mike Adams|SD|Relief Pitcher|77|190|28.59|100 Park Boulevard|San Diego, CA 92101
Justin Hampson|SD|Relief Pitcher|73|200|26.77|100 Park Boulevard|San Diego, CA 92101
Kevin Cameron|SD|Relief Pitcher|73|180|27.21|100 Park Boulevard|San Diego, CA 92101
Ryan Ketchner|SD|Relief Pitcher|73|190|24.87|100 Park Boulevard|San Diego, CA 92101
Brian Schneider|WAS|Catcher|73|196|30.26||
Jesus Flores|WAS|Catcher|73|180|22.34||
Larry Broadway|WAS|First Baseman|76|230|26.2||
Nick Johnson|WAS|First Baseman|75|224|28.45||
Bernie Castro|WAS|Second Baseman|70|160|27.63||
Josh Wilson|WAS|Shortstop|73|178|25.93||
Cristian Guzman|WAS|Shortstop|72|205|28.94||
Felipe Lopez|WAS|Shortstop|73|185|26.8||
Ryan Zimmerman|WAS|Third Baseman|75|210|22.42||
Nook Logan|WAS|Outfielder|74|180|27.26||
Ryan Church|WAS|Outfielder|73|190|28.38||
Kory Casto|WAS|Outfielder|73|200|25.23||
Mike Restovich|WAS|Outfielder|76|257|28.16||
Alex Escobar|WAS|Outfielder|73|190|28.48||
Austin Kearns|WAS|Outfielder|75|220|26.78||
Chris Snelling|WAS|Outfielder|70|165|25.24||
Billy Traber|WAS|Starting Pitcher|77|205|27.45||
Tim Redding|WAS|Starting Pitcher|72|200|29.05||
John Patterson|WAS|Starting Pitcher|77|208|29.08||
Shawn Hill|WAS|Starting Pitcher|74|185|25.84||
Joel Hanrahan|WAS|Starting Pitcher|75|215|25.4||
Mike O'Connor|WAS|Starting Pitcher|75|170|26.54||
Emiliano Fruto|WAS|Relief Pitcher|75|235|22.73||
Chris Schroder|WAS|Relief Pitcher|75|210|28.53||
Brett Campbell|WAS|Relief Pitcher|72|170|25.37||
Beltran Perez|WAS|Relief Pitcher|74|180|25.35||
Levale Speigner|WAS|Relief Pitcher|71|170|26.43||
Jason Bergmann|WAS|Relief Pitcher|76|190|25.43||
Saul Rivera|WAS|Relief Pitcher|71|150|29.23||
Chris Booker|WAS|Relief Pitcher|75|230|30.22||
Micah Bowie|WAS|Relief Pitcher|76|203|32.3||
Jon Rauch|WAS|Relief Pitcher|83|260|28.42||
Jerome Williams|WAS|Relief Pitcher|75|246|25.24||
Luis Ayala|WAS|Relief Pitcher|74|186|29.13||
Ryan Wagner|WAS|Relief Pitcher|76|210|24.63||
Chad Cordero|WAS|Relief Pitcher|72|198|24.95||
Humberto Cota|PIT|Catcher|72|210|28.06|115 Federal Street|Pittsburgh, PA 15212
Ronny Paulino|PIT|Catcher|75|215|25.86|115 Federal Street|Pittsburgh, PA 15212
Adam LaRoche|PIT|First Baseman|75|180|27.32|115 Federal Street|Pittsburgh, PA 15212
Ryan Doumit|PIT|First Baseman|72|200|25.91|115 Federal Street|Pittsburgh, PA 15212
Brad Eldred|PIT|First Baseman|77|245|26.63|115 Federal Street|Pittsburgh, PA 15212
